# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:u_err	12:rho_err
96	4.9999999999999928e-01	0	0	48	48	-3	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.2500000000000000e+00	-4.1570383803982873e-38	3.6282905999522384e-36
96	4.9999999999999928e-01	0	0	48	48	-2	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.1666666666666670e+00	-1.0649306151352631e-38	-9.3057067286243555e-37
96	4.9999999999999928e-01	0	0	48	48	-1	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0833333333333330e+00	1.2830022639493635e-40	-4.1282462741450246e-39
96	4.9999999999999928e-01	0	0	48	48	0	-2.2204460492503131e-16	-2.2204460492503131e-16	-4.0000000000000000e+00	3.8511166623870908e-41	3.6103323779488888e-39
96	4.9999999999999928e-01	0	0	48	48	1	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.9166666666666665e+00	1.2830022639501732e-40	-4.1282462741410285e-39
96	4.9999999999999928e-01	0	0	48	48	2	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.8333333333333335e+00	-1.0649306151354277e-38	-9.3057067286260326e-37
96	4.9999999999999928e-01	0	0	48	48	3	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.7500000000000000e+00	-4.1570383804018068e-38	3.6282905999506167e-36
96	4.9999999999999928e-01	0	0	48	48	4	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.6666666666666665e+00	5.5240491833361275e-36	4.5219605648383675e-34
96	4.9999999999999928e-01	0	0	48	48	5	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5833333333333335e+00	1.8975358987935639e-35	-1.5990733849262048e-33
96	4.9999999999999928e-01	0	0	48	48	6	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.5000000000000000e+00	-2.5590395714010284e-33	-1.9874142284025727e-31
96	4.9999999999999928e-01	0	0	48	48	7	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.4166666666666665e+00	-1.1827882073340169e-32	3.6350205863470246e-31
96	4.9999999999999928e-01	0	0	48	48	8	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.3333333333333335e+00	1.0205242235839771e-30	7.6328871670685040e-29
96	4.9999999999999928e-01	0	0	48	48	9	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.2500000000000000e+00	6.9430765639120210e-30	4.3400225362231215e-29
96	4.9999999999999928e-01	0	0	48	48	10	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.1666666666666665e+00	-3.4003438418092610e-28	-2.4914812079353151e-26
96	4.9999999999999928e-01	0	0	48	48	11	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0833333333333335e+00	-3.2935263655367602e-27	-8.1877396638609155e-26
96	4.9999999999999928e-01	0	0	48	48	12	-2.2204460492503131e-16	-2.2204460492503131e-16	-3.0000000000000000e+00	9.1589006028681295e-26	6.7306623043967306e-24
96	4.9999999999999928e-01	0	0	48	48	13	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.9166666666666665e+00	1.2290553640366124e-24	4.1988038318110426e-23
96	4.9999999999999928e-01	0	0	48	48	14	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.8333333333333335e+00	-1.8924718598405542e-23	-1.4557335104587305e-21
96	4.9999999999999928e-01	0	0	48	48	15	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.7500000000000000e+00	-3.5847048943770930e-22	-1.4004376802858608e-20
96	4.9999999999999928e-01	0	0	48	48	16	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.6666666666666670e+00	2.6550682598204737e-21	2.3867962654281241e-19
96	4.9999999999999928e-01	0	0	48	48	17	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.5833333333333335e+00	8.0554226424725613e-20	3.3798528845330194e-18
96	4.9999999999999928e-01	0	0	48	48	18	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.5000000000000000e+00	-1.3602135062050075e-19	-2.6168578670770002e-17
96	4.9999999999999928e-01	0	0	48	48	19	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.4166666666666670e+00	-1.3482804787064293e-17	-5.9696088210915372e-16
96	4.9999999999999928e-01	0	0	48	48	20	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.3333333333333335e+00	-4.0146061394458160e-17	1.0372267027839640e-15
96	4.9999999999999928e-01	0	0	48	48	21	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.2500000000000000e+00	1.5563946526205573e-15	7.4258948524001996e-14
96	4.9999999999999928e-01	0	0	48	48	22	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.1666666666666670e+00	1.2053517289841446e-14	2.1721669995952224e-13
96	4.9999999999999928e-01	0	0	48	48	23	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.0833333333333335e+00	-9.8231433046629621e-14	-5.7695671869563428e-12
96	4.9999999999999928e-01	0	0	48	48	24	-2.2204460492503131e-16	-2.2204460492503131e-16	-2.0000000000000000e+00	-1.5936451495026191e-12	-4.5277841372719576e-11
96	4.9999999999999928e-01	0	0	48	48	25	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.9166666666666667e+00	-1.1527746147154583e-12	1.6233819640475894e-10
96	4.9999999999999928e-01	0	0	48	48	26	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.8333333333333335e+00	1.0147131334883235e-10	3.5812989016866797e-09
96	4.9999999999999928e-01	0	0	48	48	27	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.7500000000000002e+00	7.0841055122710425e-10	1.3308299540049444e-08
96	4.9999999999999928e-01	0	0	48	48	28	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.6666666666666667e+00	-5.2934361938740756e-10	-7.6897216965266259e-08
96	4.9999999999999928e-01	0	0	48	48	29	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.5833333333333335e+00	-4.0746305728574206e-08	-1.2513502553143954e-06
96	4.9999999999999928e-01	0	0	48	48	30	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.5000000000000002e+00	-3.7068911469951952e-07	-9.0587589245043582e-06
96	4.9999999999999928e-01	0	0	48	48	31	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.4166666666666667e+00	-2.1526961725516326e-06	-4.5779866645299642e-05
96	4.9999999999999928e-01	0	0	48	48	32	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.3333333333333335e+00	-8.9918204949983232e-06	-1.6454284802453731e-04
96	4.9999999999999928e-01	0	0	48	48	33	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.2500000000000002e+00	-2.6096692867221037e-05	-3.8949420926274190e-04
96	4.9999999999999928e-01	0	0	48	48	34	-2.2204460492503131e-16	-2.2204460492503131e-16	-1.1666666666666667e+00	-4.6155865171500503e-05	-5.0941330232780885e-04
